 Destination Port, Flow Duration, Total Fwd Packets, Total Backward Packets,Total Length of Fwd Packets, Total Length of Bwd Packets, Fwd Packet Length Max, Fwd Packet Length Min, Fwd Packet Length Mean, Fwd Packet Length Std,Bwd Packet Length Max, Bwd Packet Length Min, Bwd Packet Length Mean, Bwd Packet Length Std,Flow Bytes/s, Flow Packets/s, Flow IAT Mean, Flow IAT Std, Flow IAT Max, Flow IAT Min,Fwd IAT Total, Fwd IAT Mean, Fwd IAT Std, Fwd IAT Max, Fwd IAT Min,Bwd IAT Total, Bwd IAT Mean, Bwd IAT Std, Bwd IAT Max, Bwd IAT Min,Fwd PSH Flags, Bwd PSH Flags, Fwd URG Flags, Bwd URG Flags, Fwd Header Length, Bwd Header Length,Fwd Packets/s, Bwd Packets/s, Min Packet Length, Max Packet Length, Packet Length Mean, Packet Length Std, Packet Length Variance,FIN Flag Count, SYN Flag Count, RST Flag Count, PSH Flag Count, ACK Flag Count, URG Flag Count, CWE Flag Count, ECE Flag Count, Down/Up Ratio, Average Packet Size, Avg Fwd Segment Size, Avg Bwd Segment Size, Fwd Header Length,Fwd Avg Bytes/Bulk, Fwd Avg Packets/Bulk, Fwd Avg Bulk Rate, Bwd Avg Bytes/Bulk, Bwd Avg Packets/Bulk,Bwd Avg Bulk Rate,Subflow Fwd Packets, Subflow Fwd Bytes, Subflow Bwd Packets, Subflow Bwd Bytes,Init_Win_bytes_forward, Init_Win_bytes_backward, act_data_pkt_fwd, min_seg_size_forward,Active Mean, Active Std, Active Max, Active Min,Idle Mean, Idle Std, Idle Max, Idle Min, Label
443,5304802,8,8,821,4779,487,0,102.625,174.0500236,1674,0,597.375,661.8063889,1055.647317,3.016135192,353653.4667,1215120.332,4741289,34,563304,80472,94237.26506,273095,609,5254060,750580,1762014.569,4741323,209,0,0,0,0,184,172,1.508067596,1.508067596,0,1674,329.4117647,522.755447,273273.2574,0,0,0,1,0,0,0,0,1,350,102.625,597.375,184,0,0,0,0,0,0,8,821,8,4779,8192,227,3,20,0,0,0,0,0,0,0,0,BENIGN
443,107,2,0,0,0,0,0,0,0,0,0,0,0,0,18691.58879,107,0,107,107,107,107,0,107,107,0,0,0,0,0,0,0,0,0,40,0,18691.58879,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,40,0,0,0,0,0,0,2,0,0,0,252,-1,0,20,0,0,0,0,0,0,0,0,BENIGN
80,374637,8,6,590,4907,198,0,73.75,101.7879448,1701,0,817.8333333,897.8265794,14672.87,37.36950702,28818.23077,57179.03405,209739,65,164898,23556.85714,19582.94572,60563,94,351006,70201.2,83833.90439,209811,2767,0,0,0,0,172,132,21.35400401,16.01550301,0,1701,366.4666667,662.5244865,438938.6952,0,0,0,1,0,0,0,0,0,392.6428571,73.75,817.8333333,172,0,0,0,0,0,0,8,590,6,4907,8192,1013,3,20,0,0,0,0,0,0,0,0,BENIGN
80,49,2,0,0,0,0,0,0,0,0,0,0,0,0,40816.32653,49,0,49,49,49,49,0,49,49,0,0,0,0,0,0,0,0,0,40,0,40816.32653,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,40,0,0,0,0,0,0,2,0,0,0,256,-1,0,20,0,0,0,0,0,0,0,0,BENIGN
3268,1386,5,2,0,0,0,0,0,0,0,0,0,0,0,5050.505051,231,490.9199527,1232,3,1386,346.5,591.7479756,1232,3,3,3,0,3,3,0,0,0,0,184,80,3607.503608,1443.001443,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,184,0,0,0,0,0,0,5,0,2,0,65535,8192,0,32,0,0,0,0,0,0,0,0,BENIGN
80,5183475,3,1,0,0,0,0,0,0,0,0,0,0,0,0.771683089,1727825,2972447.664,5160086,143,5183475,2591737.5,3632193.282,5160086,23389,0,0,0,0,0,0,0,0,0,72,32,0.578762317,0.192920772,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,72,0,0,0,0,0,0,3,0,1,0,8192,29200,0,20,0,0,0,0,0,0,0,0,BENIGN
443,5671574,8,9,356,5336,199,0,44.5,76.15397935,1460,0,592.8888889,711.7084102,1003.601469,2.997404248,354473.375,1369510.22,5489770,3,5671574,810224.8571,2063565.738,5489770,3,142291,17786.375,23491.45595,49903,49,0,0,0,0,172,188,1.410543175,1.586861072,0,1460,316.2222222,567.3668339,321905.1242,0,0,0,1,0,0,0,0,1,334.8235294,44.5,592.8888889,172,0,0,0,0,0,0,8,356,9,5336,8192,4705,3,20,181801,0,181801,181801,5489770,0,5489770,5489770,BENIGN
443,5506324,8,7,347,4610,190,0,43.375,73.56811712,2636,0,658.5714286,1013.419107,900.2376177,2.724140461,393308.8571,1377514.147,5174696,2,5506324,786617.7143,1937066.539,5174696,48,308431,51405.16667,90740.2674,233032,2,0,0,0,0,184,152,1.452874913,1.271265548,0,2636,309.8125,717.1852591,514354.6958,0,0,0,1,0,0,0,0,0,330.4666667,43.375,658.5714286,184,0,0,0,0,0,0,8,347,7,4610,8192,946,3,20,331580,0,331580,331580,5174696,0,5174696,5174696,BENIGN
80,5233211,3,1,0,0,0,0,0,0,0,0,0,0,0,0.764349077,1744403.667,3001335.386,5210022,137,5233211,2616605.5,3667644.787,5210022,23189,0,0,0,0,0,0,0,0,0,72,32,0.573261808,0.191087269,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,72,0,0,0,0,0,0,3,0,1,0,8192,29200,0,20,0,0,0,0,0,0,0,0,BENIGN
80,5233137,3,1,0,0,0,0,0,0,0,0,0,0,0,0.764359886,1744379,3001275.799,5209928,28,5233137,2616568.5,3667564.177,5209928,23209,0,0,0,0,0,0,0,0,0,72,32,0.573269914,0.191089971,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,72,0,0,0,0,0,0,3,0,1,0,8192,29200,0,20,0,0,0,0,0,0,0,0,BENIGN
443,5233122,9,6,352,3184,195,0,39.11111111,71.67189903,1622,0,530.6666667,784.6073328,675.6960759,2.866357788,373794.4286,1263092.774,4757905,3,5233122,654140.25,1660256.753,4757905,3,424515,84903,103160.0931,248607,257,0,0,0,0,204,132,1.719814673,1.146543115,0,1622,221,519.0434792,269406.1333,0,0,0,1,0,0,0,0,0,235.7333333,39.11111111,530.6666667,204,0,0,0,0,0,0,9,352,6,3184,8192,110,3,20,0,0,0,0,0,0,0,0,BENIGN
1607,3,2,0,31,0,31,0,15.5,21.92031022,0,0,0,0,10300000,666666.6667,3,0,3,3,3,3,0,3,3,0,0,0,0,0,1,0,0,0,40,0,666666.6667,0,0,31,20.66666667,17.89785834,320.3333333,0,1,0,0,1,0,0,0,0,31,15.5,0,40,0,0,0,0,0,0,2,31,0,0,946,-1,0,20,0,0,0,0,0,0,0,0,BENIGN
1603,4,2,0,0,0,0,0,0,0,0,0,0,0,0,500000,4,0,4,4,4,4,0,4,4,0,0,0,0,0,0,0,0,0,40,0,500000,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,40,0,0,0,0,0,0,2,0,0,0,4736,-1,0,20,0,0,0,0,0,0,0,0,BENIGN
1617,4,2,0,31,0,31,0,15.5,21.92031022,0,0,0,0,7750000,500000,4,0,4,4,4,4,0,4,4,0,0,0,0,0,1,0,0,0,40,0,500000,0,0,31,20.66666667,17.89785834,320.3333333,0,1,0,0,1,0,0,0,0,31,15.5,0,40,0,0,0,0,0,0,2,31,0,0,110,-1,0,20,0,0,0,0,0,0,0,0,BENIGN
443,8921124,10,10,902,4733,587,0,90.2,187.025132,1692,0,473.3,616.7118992,631.6468642,2.241869971,469532.8421,1707138.315,7509489,4,1411631,156847.8889,143509.8145,389205,7294,8807108,978567.5556,2453579.805,7509522,4,0,0,0,0,236,212,1.120934985,1.120934985,0,1692,268.3333333,476.8248455,227361.9333,0,0,0,1,0,0,0,0,1,281.75,90.2,473.3,236,0,0,0,0,0,0,10,902,10,4733,8192,123,3,20,1411631,0,1411631,1411631,7509489,0,7509489,7509489,BENIGN
443,312,2,0,0,0,0,0,0,0,0,0,0,0,0,6410.25641,312,0,312,312,312,312,0,312,312,0,0,0,0,0,0,0,0,0,40,0,6410.25641,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,40,0,0,0,0,0,0,2,0,0,0,253,-1,0,20,0,0,0,0,0,0,0,0,BENIGN
443,4106194,9,11,703,3950,267,0,78.11111111,103.3022803,1448,0,359.0909091,569.9183195,1133.166139,4.870690474,216115.4737,445639.0147,1403040,9,3260386,407548.25,664217.6033,1498016,197,4010823,401082.3,564184.5783,1403040,49,0,0,0,0,296,360,2.191810713,2.678879761,0,1448,221.5714286,434.4990876,188789.4571,0,0,0,1,0,0,0,0,1,232.65,78.11111111,359.0909091,296,0,0,0,0,0,0,9,703,11,3950,29200,252,4,32,0,0,0,0,0,0,0,0,BENIGN
80,703662,5,6,213,4553,213,0,42.6,95.25649584,1633,0,758.8333333,833.6571038,6773.13824,15.63250538,70366.2,206071.7436,656230,24,47432,11858,13636.4677,24195,49,680672,136134.4,290926.6971,656254,51,0,0,0,0,112,132,7.105684263,8.526821116,0,1633,397.1666667,679.7300043,462032.8788,0,0,0,1,0,0,0,0,1,433.2727273,42.6,758.8333333,112,0,0,0,0,0,0,5,213,6,4553,8192,946,1,20,0,0,0,0,0,0,0,0,BENIGN
80,3,2,0,0,0,0,0,0,0,0,0,0,0,0,666666.6667,3,0,3,3,3,3,0,3,3,0,0,0,0,0,0,0,0,0,40,0,666666.6667,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,40,0,0,0,0,0,0,2,0,0,0,256,-1,0,20,0,0,0,0,0,0,0,0,BENIGN
443,11035025,9,9,773,4251,457,0,85.88888889,155.8977585,1460,0,472.3333333,613.0307904,455.2776274,1.631169843,649119.1176,2360399.307,9802150,3,1232872,154109,128774.2596,303002,8428,10900000,1367247.625,3491922.926,10000000,3,0,0,0,0,204,192,0.815584922,0.815584922,0,1460,264.4210526,468.2542419,219262.0351,0,0,0,1,0,0,0,0,1,279.1111111,85.88888889,472.3333333,204,0,0,0,0,0,0,9,773,9,4251,8192,31,3,20,1232872,0,1232872,1232872,9802150,0,9802150,9802150,BENIGN
443,258,2,0,0,0,0,0,0,0,0,0,0,0,0,7751.937984,258,0,258,258,258,258,0,258,258,0,0,0,0,0,0,0,0,0,40,0,7751.937984,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,40,0,0,0,0,0,0,2,0,0,0,254,-1,0,20,0,0,0,0,0,0,0,0,BENIGN
389,44652,19,8,298,714,64,0,15.68421053,24.00937926,144,0,89.25,58.96912025,22664.15838,604.6761623,1717.384615,8534.309172,43560,1,44652,2480.666667,10252.1219,43560,1,894,127.7142857,146.6716449,343,1,0,0,0,0,632,272,425.512855,179.1633074,0,144,36.14285714,49.64295801,2464.42328,0,0,0,1,0,0,0,0,0,37.48148148,15.68421053,89.25,632,0,0,0,0,0,0,19,298,8,714,65535,2081,8,32,0,0,0,0,0,0,0,0,BENIGN
389,92980,17,8,284,714,64,0,16.70588235,25.25807966,144,0,89.25,58.96912025,10733.49107,268.8750269,3874.166667,18643.97163,91404,3,92980,5811.25,22824.96049,91404,3,1363,194.7142857,250.5837946,600,3,0,0,0,0,568,272,182.8350183,86.0400086,0,144,38.38461538,50.8763811,2588.406154,0,0,0,1,0,0,0,0,0,39.92,16.70588235,89.25,568,0,0,0,0,0,0,17,284,8,714,65535,2081,6,32,0,0,0,0,0,0,0,0,BENIGN
1603,1000305,2,0,0,0,0,0,0,0,0,0,0,0,0,1.999390186,1000305,0,1000305,1000305,1000305,1000305,0,1000305,1000305,0,0,0,0,0,0,0,0,0,40,0,1.999390186,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,40,0,0,0,0,0,0,2,0,0,0,4736,-1,0,20,0,0,0,0,0,0,0,0,BENIGN
123,68022566,2,2,96,96,48,48,48,0,48,48,48,0,2.822592726,0.058804015,22700000,39200000,68000000,22090,68000000,68000000,0,68000000,68000000,68000000,68000000,0,68000000,68000000,0,0,0,0,52,52,0.029402008,0.029402008,48,48,48,0,0,0,0,0,0,0,0,0,0,1,60,48,48,52,0,0,0,0,0,0,2,96,2,96,-1,-1,1,20,22090,0,22090,22090,68000000,0,68000000,68000000,BENIGN
123,67028325,2,2,96,96,48,48,48,0,48,48,48,0,2.864460659,0.059676264,22300000,38700000,67000000,27912,67000000,67000000,0,67000000,67000000,67000000,67000000,0,67000000,67000000,0,0,0,0,52,52,0.029838132,0.029838132,48,48,48,0,0,0,0,0,0,0,0,0,0,1,60,48,48,52,0,0,0,0,0,0,2,96,2,96,-1,-1,1,20,27912,0,27912,27912,67000000,0,67000000,67000000,BENIGN
443,15739653,11,13,689,6466,368,0,62.63636364,120.7396146,1460,0,497.3846154,594.2296888,454.5843546,1.524811252,684332.7391,2217227.419,9738179,3,10800000,1076117,3045547.09,9738179,9882,15700000,1304473.833,3018638.735,9823979,3,0,0,0,0,256,284,0.698871824,0.825939428,0,1460,286.2,482.81173,233107.1667,0,0,0,1,0,0,0,0,1,298.125,62.63636364,497.3846154,256,0,0,0,0,0,0,11,689,13,6466,8192,123,4,20,1022991,0,1022991,1022991,9738179,0,9738179,9738179,BENIGN
443,544,2,0,0,0,0,0,0,0,0,0,0,0,0,3676.470588,544,0,544,544,544,544,0,544,544,0,0,0,0,0,0,0,0,0,40,0,3676.470588,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,40,0,0,0,0,0,0,2,0,0,0,256,-1,0,20,0,0,0,0,0,0,0,0,BENIGN
123,67097128,2,2,96,96,48,48,48,0,48,48,48,0,2.861523373,0.05961507,22400000,38600000,66900000,96034,67000000,67000000,0,67000000,67000000,67000000,67000000,0,67000000,67000000,0,0,0,0,64,64,0.029807535,0.029807535,48,48,48,0,0,0,0,0,0,0,0,0,0,1,60,48,48,64,0,0,0,0,0,0,2,96,2,96,-1,-1,1,32,96034,0,96034,96034,66900000,0,66900000,66900000,BENIGN
123,65036609,2,2,96,96,48,48,48,0,48,48,48,0,2.952183439,0.061503822,21700000,37500000,65000000,36614,65000000,65000000,0,65000000,65000000,65000000,65000000,0,65000000,65000000,0,0,0,0,64,64,0.030751911,0.030751911,48,48,48,0,0,0,0,0,0,0,0,0,0,1,60,48,48,64,0,0,0,0,0,0,2,96,2,96,-1,-1,1,32,36844,0,36844,36844,65000000,0,65000000,65000000,BENIGN
80,28004754,6,6,432,2052,430,0,72,175.3841498,2052,0,342,837.725492,88.69922585,0.428498676,2545886.727,4344206.291,10000000,121,20300000,4068652.8,5462743.574,10100000,23105,28000000,5596354,5107848.277,10100000,635,0,0,0,0,132,156,0.214249338,0.214249338,0,2052,191.0769231,571.618384,326747.5769,0,0,0,1,0,0,0,0,1,207,72,342,132,0,0,0,0,0,0,6,432,6,2052,8192,946,3,20,130849.5,152461.4144,238656,23043,10000000,6541.444833,10000000,10000000,BENIGN
80,191,2,0,0,0,0,0,0,0,0,0,0,0,0,10471.20419,191,0,191,191,191,191,0,191,191,0,0,0,0,0,0,0,0,0,40,0,10471.20419,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,40,0,0,0,0,0,0,2,0,0,0,256,-1,0,20,0,0,0,0,0,0,0,0,BENIGN
123,67071909,2,2,96,96,48,48,48,0,48,48,48,0,2.862599304,0.059637485,22400000,38600000,66900000,71863,67000000,67000000,0,67000000,67000000,67000000,67000000,0,67000000,67000000,0,0,0,0,64,64,0.029818743,0.029818743,48,48,48,0,0,0,0,0,0,0,0,0,0,1,60,48,48,64,0,0,0,0,0,0,2,96,2,96,-1,-1,1,32,71863,0,71863,71863,66900000,0,66900000,66900000,BENIGN
443,13749516,11,15,753,6852,235,0,68.45454545,91.67809295,1559,0,456.8,652.4714772,553.1103786,1.890975653,549980.64,2658817.487,13300000,3,371796,37179.6,29968.87932,74149,49,13700000,977386.0714,3550329.333,13300000,3,0,0,0,0,232,312,0.800028161,1.090947492,0,1559,281.6666667,521.9630108,272445.3846,0,0,0,1,0,0,0,0,1,292.5,68.45454545,456.8,232,0,0,0,0,0,0,11,753,15,6852,8192,64,5,20,437663,0,437663,437663,13300000,0,13300000,13300000,BENIGN
443,349,3,0,46,0,46,0,15.33333333,26.55811238,0,0,0,0,131805.1576,8595.988539,174.5,85.55992052,235,114,349,174.5,85.55992052,235,114,0,0,0,0,0,0,0,0,0,60,0,8595.988539,0,0,46,11.5,23,529,0,0,0,0,1,0,0,0,0,15.33333333,15.33333333,0,60,0,0,0,0,0,0,3,46,0,0,253,-1,1,20,0,0,0,0,0,0,0,0,BENIGN
443,12133126,8,10,712,6107,380,0,89,140.8819161,1869,0,610.7,754.9114812,562.0150982,1.483541834,713713.2941,2441765.792,10000000,50,10100000,1449039.714,3774776.352,10000000,6145,12100000,1345421.667,3321322.391,10000000,50,0,0,0,0,172,224,0.659351926,0.824189908,0,1869,358.8947368,606.1520615,367420.3216,0,0,0,1,0,0,0,0,1,378.8333333,89,610.7,172,0,0,0,0,0,0,8,712,10,6107,8192,245,4,20,133885,0,133885,133885,10000000,0,10000000,10000000,BENIGN
443,19,2,0,0,0,0,0,0,0,0,0,0,0,0,105263.1579,19,0,19,19,19,19,0,19,19,0,0,0,0,0,0,0,0,0,40,0,105263.1579,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,40,0,0,0,0,0,0,2,0,0,0,251,-1,0,20,0,0,0,0,0,0,0,0,BENIGN
443,15531796,8,10,795,6185,467,0,99.375,167.0602436,1460,0,618.5,649.2921359,449.4007003,1.158912981,913635.0588,2573791.952,9805235,1,10500000,1506125.571,3661109.648,9805235,13243,15400000,1715007.556,3531027.476,10100000,3,0,0,0,0,172,224,0.515072436,0.643840545,0,1460,367.3684211,544.149715,296098.9123,0,0,0,1,0,0,0,0,1,387.7777778,99.375,618.5,172,0,0,0,0,0,0,8,795,10,6185,8192,62,4,20,737644,0,737644,737644,9805235,0,9805235,9805235,BENIGN
443,306,2,0,0,0,0,0,0,0,0,0,0,0,0,6535.947712,306,0,306,306,306,306,0,306,306,0,0,0,0,0,0,0,0,0,40,0,6535.947712,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,40,0,0,0,0,0,0,2,0,0,0,256,-1,0,20,0,0,0,0,0,0,0,0,BENIGN
123,68093175,2,2,96,96,48,48,48,0,48,48,48,0,2.819665848,0.058743038,22700000,39200000,67900000,93098,68000000,68000000,0,68000000,68000000,68000000,68000000,0,68000000,68000000,0,0,0,0,52,72,0.029371519,0.029371519,48,48,48,0,0,0,0,0,0,0,0,0,0,1,60,48,48,52,0,0,0,0,0,0,2,96,2,96,-1,-1,1,20,93782,0,93782,93782,67900000,0,67900000,67900000,BENIGN
443,15751785,11,10,849,6354,521,0,77.18181818,161.9233264,2282,0,635.4,811.9596596,457.2815081,1.333182239,787589.25,2363615.077,9718566,3,10800000,1076134.4,3039565.357,9718566,384,15700000,1739046.667,3518148,10100000,3,0,0,0,0,244,224,0.698333554,0.634848685,0,2282,327.4090909,614.9033729,378106.158,0,0,0,1,0,0,0,0,0,343,77.18181818,635.4,244,0,0,0,0,0,0,11,849,10,6354,8192,62,4,20,1042778,0,1042778,1042778,9718566,0,9718566,9718566,BENIGN
443,341,2,0,0,0,0,0,0,0,0,0,0,0,0,5865.102639,341,0,341,341,341,341,0,341,341,0,0,0,0,0,0,0,0,0,40,0,5865.102639,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,40,0,0,0,0,0,0,2,0,0,0,253,-1,0,20,0,0,0,0,0,0,0,0,BENIGN
123,69016151,2,2,96,96,48,48,48,0,48,48,48,0,2.781957516,0.057957448,23000000,39800000,69000000,16145,69000000,69000000,0,69000000,69000000,69000000,69000000,0,69000000,69000000,0,0,0,0,64,64,0.028978724,0.028978724,48,48,48,0,0,0,0,0,0,0,0,0,0,1,60,48,48,64,0,0,0,0,0,0,2,96,2,96,-1,-1,1,32,16460,0,16460,16460,69000000,0,69000000,69000000,BENIGN
123,69015973,2,2,96,96,48,48,48,0,48,48,48,0,2.781964691,0.057957598,23000000,39800000,69000000,15980,69000000,69000000,0,69000000,69000000,69000000,69000000,0,69000000,69000000,0,0,0,0,64,64,0.028978799,0.028978799,48,48,48,0,0,0,0,0,0,0,0,0,0,1,60,48,48,64,0,0,0,0,0,0,2,96,2,96,-1,-1,1,32,16060,0,16060,16060,69000000,0,69000000,69000000,BENIGN
123,66016419,2,2,96,96,48,48,48,0,48,48,48,0,2.908367387,0.060590987,22000000,38100000,66000000,16367,66000000,66000000,0,66000000,66000000,66000000,66000000,0,66000000,66000000,0,0,0,0,64,64,0.030295494,0.030295494,48,48,48,0,0,0,0,0,0,0,0,0,0,1,60,48,48,64,0,0,0,0,0,0,2,96,2,96,-1,-1,1,32,16548,0,16548,16548,66000000,0,66000000,66000000,BENIGN
443,15496605,10,9,752,6657,437,0,75.2,143.6197139,1610,0,739.6666667,731.2403846,478.1047204,1.226075002,860922.5,2552909.857,10000000,28,15500000,1721845,3507928.514,10000000,172,15400000,1924407.125,3713627.551,10100000,49,0,0,0,0,212,204,0.645302632,0.580772369,0,1610,370.45,593.7918717,352588.7868,0,0,0,1,0,0,0,0,0,389.9473684,75.2,739.6666667,212,0,0,0,0,0,0,10,752,9,6657,8192,245,4,20,495491,0,495491,495491,10000000,0,10000000,10000000,BENIGN
123,67093457,2,2,96,96,48,48,48,0,48,48,48,0,2.86167994,0.059618332,22400000,38600000,66900000,89925,67000000,67000000,0,67000000,67000000,67000000,67000000,0,67000000,67000000,0,0,0,0,64,64,0.029809166,0.029809166,48,48,48,0,0,0,0,0,0,0,0,0,0,1,60,48,48,64,0,0,0,0,0,0,2,96,2,96,-1,-1,1,32,89925,0,89925,89925,66900000,0,66900000,66900000,BENIGN
123,67029036,2,2,96,96,48,48,48,0,48,48,48,0,2.864430275,0.059675631,22300000,38600000,67000000,28748,67000000,67000000,0,67000000,67000000,67000000,67000000,0,67000000,67000000,0,0,0,0,64,64,0.029837815,0.029837815,48,48,48,0,0,0,0,0,0,0,0,0,0,1,60,48,48,64,0,0,0,0,0,0,2,96,2,96,-1,-1,1,32,28748,0,28748,28748,67000000,0,67000000,67000000,BENIGN
5353,17,12,0,540,0,45,45,45,0,0,0,0,0,31800000,705882.3529,1.545454545,1.213559752,5,1,17,1.545454545,1.213559752,5,1,0,0,0,0,0,0,0,0,0,240,0,705882.3529,0,45,45,45,0,0,0,0,0,0,0,0,0,0,0,48.75,45,0,240,0,0,0,0,0,0,12,540,0,0,-1,-1,11,20,0,0,0,0,0,0,0,0,BENIGN
123,67036520,2,2,96,96,48,48,48,0,48,48,48,0,2.864110488,0.059668968,22300000,38600000,67000000,36434,67000000,67000000,0,67000000,67000000,67000000,67000000,0,67000000,67000000,0,0,0,0,52,52,0.029834484,0.029834484,48,48,48,0,0,0,0,0,0,0,0,0,0,1,60,48,48,52,0,0,0,0,0,0,2,96,2,96,-1,-1,1,20,36434,0,36434,36434,67000000,0,67000000,67000000,BENIGN
123,67028666,2,2,96,96,48,48,48,0,48,48,48,0,2.864446086,0.05967596,22300000,38600000,67000000,28582,67000000,67000000,0,67000000,67000000,67000000,67000000,0,67000000,67000000,0,0,0,0,64,64,0.02983798,0.02983798,48,48,48,0,0,0,0,0,0,0,0,0,0,1,60,48,48,64,0,0,0,0,0,0,2,96,2,96,-1,-1,1,32,28582,0,28582,28582,67000000,0,67000000,67000000,BENIGN
123,69086635,2,2,96,96,48,48,48,0,48,48,48,0,2.77911929,0.057898319,23000000,39700000,68900000,86222,69000000,69000000,0,69000000,69000000,69000000,69000000,0,69000000,69000000,0,0,0,0,64,64,0.028949159,0.028949159,48,48,48,0,0,0,0,0,0,0,0,0,0,1,60,48,48,64,0,0,0,0,0,0,2,96,2,96,-1,-1,1,32,86222,0,86222,86222,68900000,0,68900000,68900000,BENIGN
123,67087606,2,2,96,96,48,48,48,0,48,48,48,0,2.861929519,0.059623532,22400000,38600000,66900000,87537,67000000,67000000,0,67000000,67000000,67000000,67000000,0,67000000,67000000,0,0,0,0,52,52,0.029811766,0.029811766,48,48,48,0,0,0,0,0,0,0,0,0,0,1,60,48,48,52,0,0,0,0,0,0,2,96,2,96,-1,-1,1,20,87539,0,87539,87539,66900000,0,66900000,66900000,BENIGN
123,64094352,2,2,96,96,48,48,48,0,48,48,48,0,2.995583761,0.062407995,21400000,36800000,63900000,93971,64000000,64000000,0,64000000,64000000,64000000,64000000,0,64000000,64000000,0,0,0,0,52,52,0.031203998,0.031203998,48,48,48,0,0,0,0,0,0,0,0,0,0,1,60,48,48,52,0,0,0,0,0,0,2,96,2,96,-1,-1,1,20,93971,0,93971,93971,63900000,0,63900000,63900000,BENIGN
123,69016492,2,2,96,96,48,48,48,0,48,48,48,0,2.781943771,0.057957162,23000000,39800000,69000000,16373,69000000,69000000,0,69000000,69000000,69000000,69000000,0,69000000,69000000,0,0,0,0,64,64,0.028978581,0.028978581,48,48,48,0,0,0,0,0,0,0,0,0,0,1,60,48,48,64,0,0,0,0,0,0,2,96,2,96,-1,-1,1,32,16373,0,16373,16373,69000000,0,69000000,69000000,BENIGN
123,66094185,2,2,96,96,48,48,48,0,48,48,48,0,2.90494542,0.060519696,22000000,38000000,65900000,94170,66000000,66000000,0,66000000,66000000,66000000,66000000,0,66000000,66000000,0,0,0,0,64,52,0.030259848,0.030259848,48,48,48,0,0,0,0,0,0,0,0,0,0,1,60,48,48,64,0,0,0,0,0,0,2,96,2,96,-1,-1,1,32,94963,0,94963,94963,65900000,0,65900000,65900000,BENIGN
443,15576986,10,12,518,3414,191,0,51.8,77.12731178,1474,0,284.5,556.7995396,252.4236717,1.412339974,741761.2381,3202183.825,14700000,4,862294,95810.44444,100452.2915,301730,9084,15500000,1408439.091,4414278.019,14700000,4,0,0,0,0,224,252,0.641972715,0.770367258,0,1474,170.9565217,415.0429855,172260.6798,0,0,0,1,0,0,0,0,1,178.7272727,51.8,284.5,224,0,0,0,0,0,0,10,518,12,3414,8192,114,4,20,862294,0,862294,862294,14700000,0,14700000,14700000,BENIGN
443,554,4,0,46,0,46,0,11.5,23,0,0,0,0,83032.49097,7220.216606,184.6666667,109.5734153,302,85,554,184.6666667,109.5734153,302,85,0,0,0,0,0,0,0,0,0,80,0,7220.216606,0,0,46,9.2,20.57182539,423.2,0,0,0,0,1,0,0,0,0,11.5,11.5,0,80,0,0,0,0,0,0,4,46,0,0,254,-1,1,20,0,0,0,0,0,0,0,0,BENIGN
123,68072129,2,2,96,96,48,48,48,0,48,48,48,0,2.820537609,0.0587612,22700000,39200000,67900000,71909,68000000,68000000,0,68000000,68000000,68000000,68000000,0,68000000,68000000,0,0,0,0,52,40,0.0293806,0.0293806,48,48,48,0,0,0,0,0,0,0,0,0,0,1,60,48,48,52,0,0,0,0,0,0,2,96,2,96,-1,-1,1,20,71909,0,71909,71909,67900000,0,67900000,67900000,BENIGN
123,64999922,2,1,96,48,48,48,48,0,48,48,48,0,2.215387274,0.046153902,32500000,45800000,64900000,94026,65000000,65000000,0,65000000,65000000,0,0,0,0,0,0,0,0,0,52,20,0.030769268,0.015384634,48,48,48,0,0,0,0,0,0,0,0,0,0,0,64,48,48,52,0,0,0,0,0,0,2,96,1,48,-1,-1,1,20,94026,0,94026,94026,64900000,0,64900000,64900000,BENIGN
